"fecha","retorno"
2026-09-21,-0.00790713469828319
2026-09-22,-0.0029526623422492
2026-09-23,0.0238806247122369
2026-09-24,0.00155762587136864
2026-09-25,0.00243931602741419
2026-09-26,0.0262259748032492
2026-09-27,0.00741374308983803
2026-09-28,-0.018475918519098
2026-09-29,-0.00980279277840289
2026-09-30,-0.00618492955149937
2026-10-01,0.0188612269615919
2026-10-02,0.00589720740586046
2026-10-03,0.00651157175891078
2026-10-04,0.0021602407391768
2026-10-05,-0.00783761702131112
2026-10-06,0.0273036970520462
2026-10-07,0.00796775717343859
2026-10-08,-0.0289992573494446
2026-10-09,0.0110203385234553
2026-10-10,-0.00659187111591901
2026-10-11,-0.0155173555898027
2026-10-12,-0.00276962371987443
2026-10-13,-0.0148900667246086
2026-10-14,-0.0104333684393671
2026-10-15,-0.00887558901773885
2026-10-16,-0.0248003996611362
2026-10-17,0.0130668056674179
2026-10-18,0.00280059676754773
2026-10-19,-0.0165720540551792
2026-10-20,0.0193072238160489
2026-10-21,0.0068969633221522
2026-10-22,-0.00392607224488407
2026-10-23,0.0139268849156753
2026-10-24,0.0136720023129956
2026-10-25,0.0128237162245623
2026-10-26,0.0108296038115014
2026-10-27,0.00880876480306383
2026-10-28,-0.000428675658650825
2026-10-29,-0.00408943995609875
2026-10-30,-0.00520706501518574
2026-10-31,-0.00992060468380769
2026-11-01,-0.00261875917029398
2026-11-02,-0.018480945273524
2026-11-03,0.0330343394800777
2026-11-04,0.0186194299745749
2026-11-05,-0.0163466287480502
2026-11-06,-0.00554327252948614
2026-11-07,-0.00649983030434828
2026-11-08,0.0121994767750448
2026-11-09,-0.000750535997077439
2026-11-10,0.00429977770992132
2026-11-11,7.17986697694548e-05
2026-11-12,-0.000143056859369741
2026-11-13,0.0210290342602169
2026-11-14,-0.00288656478488901
2026-11-15,0.0232470590664431
2026-11-16,-0.0227312920634533
2026-11-17,0.00926920624454104
2026-11-18,0.00235781365766921
2026-11-19,0.00373912353115959
2026-11-20,0.00619459224139823
2026-11-21,-0.00703485179663953
2026-11-22,-0.0044981107550413
2026-11-23,-0.0147786307466063
2026-11-24,-0.0155768683971337
2026-11-25,0.00505292962106387
2026-11-26,0.00722314667944139
2026-11-27,0.00129506340095756
2026-11-28,0.0143340120181961
2026-11-29,0.0312512702844072
2026-11-30,-0.00686546749084803
2026-12-01,-0.0341375331346122
2026-12-02,0.0155860778669338
2026-12-03,-0.0101380114387359
2026-12-04,-0.00982012924701037
2026-12-05,0.0158835705454505
2026-12-06,-0.00377159510576513
2026-12-07,-0.017810765683818
2026-12-08,0.00321955219623725
2026-12-09,-0.00158337043658567
2026-12-10,0.000586462788498304
2026-12-11,0.00627920601689496
2026-12-12,-0.00505990047688614
2026-12-13,0.0101656482277825
2026-12-14,-0.00280729842728126
2026-12-15,0.00547672945873545
2026-12-16,0.0169525851972402
2026-12-17,0.00702772236250704
2026-12-18,-0.0043889737829684
2026-12-19,0.0177321142767664
2026-12-20,0.0154025578394318
2026-12-21,0.00872595439262105
2026-12-22,0.00408097602667162
2026-12-23,-0.00891859114059057
2026-12-24,0.0209097867279501
2026-12-25,-0.0085038938072069
2026-12-26,0.0333099948952486
2026-12-27,0.0234891593927778
2026-12-28,-0.00303550538650715
2026-12-29,-0.0148963135046017
2026-12-30,-0.0101560984554895
2026-12-31,0.00435325563734794
2027-01-01,-0.0032003781769356
2027-01-02,-0.004713138990966
2027-01-03,-0.0137742785089752
